的	〔白勹丶丶_rqyy〕
腆	〔月冂龷八_emaw〕
俸	〔亻三人𰀁_wdwg〕
溧	〔氵覀木丶_issy〕
鸥	〔匚乂鸟一_arqg〕
攸	〔亻丨攵丶_whty〕
悚	〔忄木口丶_nsky〕
韬	〔韦爫臼一_heeg〕
於	〔方人⺀丶_ywuy〕
衽	〔衤丿士一_ptfg〕
褚	〔衤耂日一_pfjg〕
鲫	〔一卩_qgvb〕
琵	〔王王匕_ggxx〕
砷	〔石日丨丨_djhh〕
亵	〔亠扌丸𧘇_yrve〕
怦	〔忄一丷十_nguf〕
湄	〔氵𠃜目一_inhg〕
铆	〔钅丿卩_qqtb〕
镊	〔钅耳又又_qbcc〕
莺	〔艹冖鸟二_apqf〕
揍	〔扌三人大_rdwd〕
膺	〔广亻亻月_owwe〕
邃	〔䒑𧰨辶_puep〕
筠	〔𥫗土勹冫_tfqu〕
雳	〔雨厂力𰀪_fder〕
郴	〔木木阝丨_ssbh〕
嬴	〔吂月女丶_yevy〕
颀	〔斤丆贝丶_rdmy〕
遐	〔丨二辶_nhfp〕
鲥	〔一日寸_qgjf〕
鼾	〔丿目田丨_thlh〕
氖	〔⺄乃𰀪_rnbr〕
揖	〔扌口耳一_rkbg〕
鄱	〔釆田阝丨_olbh〕
蘩	〔艹𠂉母小_atxi〕
缪	〔纟羽人彡_xnwe〕
蜷	〔虫龹⺋𡿨_jubn〕
靛	〔龶月宀龰_geph〕
蝙	〔虫户𠕁丨_jomh〕
豺	〔豸十丿丿_eftt〕
桓	〔木一日一_sgjg〕
惚	〔忄勹𰀪心_nqrn〕
悻	〔忄土䒑十_nfuf〕
娼	〔女日日一_vjjg〕
滁	〔氵阝木_ibws〕
涎	〔氵丿止廴_ithp〕
咛	〔口宀丁丨_kpsh〕
唢	〔口⺌贝丶_kimy〕
媛	〔女爫一又_vegc〕
馥	〔禾日𠂉夂_tjtt〕
厩	〔厂匸_dvaq〕
佚	〔亻人丶_wrwy〕
圪	〔土𠂉乙𡿨_ftnn〕
翦	〔䒑刖羽二_uenf〕
倩	〔亻龶月一_wgeg〕
冽	〔冫一夕刂_ugqj〕
嗤	〔口屮一虫_kbgj〕
敕	〔木口攵丶_skty〕
牍	〔片卖⺀大_nfud〕
嵇	〔禾𠂇乚山_tdnm〕
阂	〔门亠亥氵_uyni〕
镭	〔钅雨田一_qflg〕
荥	〔艹冖水⺀_apiu〕
咫	〔尸丶口八_nykw〕
纨	〔纟丸丶_xvy〕
掰	〔手八刀手_rwvr〕
沱	〔氵宀匕𡿨_ipxn〕
榈	〔木门口口_sukk〕
槟	〔木宀八_sprw〕
抿	〔扌𫠠𡿨_rnan〕
锗	〔钅耂日一_qfjg〕
侃	〔亻口𡿨_wkkn〕
呗	〔口贝丶_kmy〕
蜈	〔虫口一大_jkgd〕
疚	〔疒𠂊丶氵_uqyi〕
抠	〔扌匚乂𡿨_rarn〕
芍	〔艹勹丶⺀_aqyu〕
蜘	〔虫𠂉大口_jtdk〕
赝	〔厂亻亻贝_dwwm〕
祗	〔礻𫠠丶_pqay〕
禧	〔礻士豆口_pflk〕
皓	〔白⺧口一_rekg〕
醴	〔西一冂豆_sgml〕
鞅	〔廿冂大_akmd〕
黛	〔亻弋黑⺀_walu〕
桀	〔夕匸丨木_qahs〕
钎	〔钅丿十丨_qtfh〕
涞	〔氵一米丶_igoy〕
娑	〔氵少女二_iivf〕
膘	〔月覀二小_esfi〕
蛊	〔虫皿二_jlf〕
摒	〔扌尸䒑廾_rnua〕
忸	〔忄𠃍土一_nnfg〕
纣	〔纟寸丶_xfy〕
篾	〔𥫗罒戊丶_tldy〕
馋	〔饣⺈口⺀_tqku〕
痊	〔疒人王三_uwgd〕
嗟	〔口䒑工_kuga〕
涓	〔氵口月一_ikeg〕
挹	〔扌口巴𡿨_rkcn〕
枭	〔木⺀_qsu〕
箅	〔𥫗田丌〢_tlaj〕
吝	〔文口二_ykf〕
蝎	〔虫日勹𠃋_jjqn〕
郾	〔匚日女阝_ajvb〕
泠	〔氵人丶_iwpy〕
孥	〔女又子二_vcbf〕
焱	〔火火火⺀_ooou〕
铨	〔钅人王一_qwgg〕
霰	〔雨龷月攵_faet〕
鼹	〔臼日女_enjv〕
圃	〔囗甫氵_lsi〕
酞	〔西一大丶_sgdy〕
毡	〔毛⺊口三_ehkd〕
莳	〔艹日寸⺀_ajfu〕
璨	〔王⺊夕米_ghqo〕
煨	〔火田丶_oley〕
谗	〔讠⺈口⺀_yqku〕
秸	〔禾士口一_tfkg〕
媲	〔女丿囗匕_vtlx〕
爰	〔爫一𠂇又_egdc〕
貂	〔豸刀口一_evkg〕
掬	〔扌勹米丶_rqoy〕
婵	〔女丷丨_vulh〕
轳	〔⺊尸丿_lhnt〕
佗	〔亻宀匕𡿨_wpxn〕
唛	〔口龶夂丶_kgty〕
瀛	〔氵吂月丶_iyey〕
玮	〔王韦丨_ghh〕
桎	〔木一至一_sgcg〕
敝	〔㡀攵丶_ity〕
庾	〔广臼人氵_oewi〕
琛	〔王㓁木丶_gpsy〕
璀	〔王山亻_gmwy〕
樵	〔木亻灬_swyo〕
剁	〔几木刂丨_wsjh〕
烬	〔火尸丶⺀_onyu〕
噩	〔王口口口_gkkk〕
诿	〔讠禾女一_ytvg〕
邝	〔广阝丨_obh〕
忖	〔忄寸丶_nfy〕
闩	〔门一三_ugd〕
杵	〔木𠂉十丨_stfh〕
犟	〔弓口虫牛_xkjr〕
硌	〔石夂口一_dtkg〕
瞑	〔目冖日六_hpju〕
镨	〔钅䒑业日_quoj〕
躏	〔𧾷艹门_lauy〕
渚	〔氵耂日一_ifjg〕
礴	〔石艹氵寸_daif〕
嘤	〔口贝贝女_kmmv〕
沌	〔氵一𡳾𡿨_igbn〕
臊	〔月口口木_ekks〕
钇	〔钅乙𡿨_qnn〕
铿	〔钅〢又土_qjcf〕
豢	〔龹一𧰨⺀_ugeu〕
攥	〔扌𥫗目小_rthi〕
喟	〔口田月一_kleg〕
珂	〔王丁口一_gskg〕
铢	〔钅小丶_qriy〕
蚯	〔虫一一_jrgg〕
麸	〔龶夂二人_gtfw〕
郸	〔丷阝丨_ulbh〕
绯	〔纟丨三一_xhdg〕
氪	〔⺄古儿_rndq〕
蚝	〔虫毛𡿨_jen〕
芗	〔艹丿𰀪_axtr〕
蕙	〔艹一日心_agjn〕
赀	〔止匕贝⺀_hxmu〕
讴	〔讠匚乂𡿨_yarn〕
澧	〔氵冂龷豆_imal〕
沓	〔水日二_ijf〕
眸	〔目厶牛丨_hcrh〕
镖	〔钅覀二小_qsfi〕
癖	〔疒𡰪辛〣_unuk〕
傣	〔亻三人氺_wdwi〕
潦	〔氵大丷小_idui〕
茭	〔艹六乂⺀_auru〕
咂	〔口匚冂丨_kamh〕
赈	〔贝辰丶_mdey〕
孺	〔子雨丆⺵_bfdm〕
仞	〔亻刀丶丶_wvyy〕
诰	〔讠⺧口一_yekg〕
芷	〔艹止二_ahf〕
蔺	〔艹门亻_auwy〕
绌	〔纟凵山丨_xbmh〕
祉	〔礻止一_phg〕
沮	〔氵月一一_iegg〕
瓤	〔亠口口厶_ykkc〕
徇	〔彳勹日一_tqjg〕
绉	〔纟⺈彐一_xqvg〕
蛀	〔虫丶王一_jygg〕
喑	〔口立日一_kujg〕
岱	〔亻弋山〢_wamj〕
怃	〔忄二𡿨_nfqn〕
疟	〔疒匚一三_uagd〕
圩	〔土一十丨_fgfh〕
嗔	〔口十八_kfhw〕
愫	〔忄龶幺小_ngxi〕
浠	〔氵乂𠂇丨_irdh〕
昵	〔日尸匕𡿨_jnxn〕
膂	〔方𠂉月_ytee〕
扉	〔户丨三三_ohdd〕
繇	〔爫山小_ermi〕
蓖	〔艹丿囗匕_atlx〕
翌	〔羽立二_nuf〕
芫	〔艹二儿巜_afqb〕
藜	〔艹禾勹氺_atqi〕
嗷	〔口攵丶_kgty〕
晁	〔日儿⺀_jqiu〕
柞	〔木𠂉丨二_sthf〕
邸	〔𫠠丶阝_qayb〕
勰	〔力力力心_eeen〕
猞	〔犭古一_ewdg〕
泸	〔氵⺊尸丿_ihnt〕
蹩	〔㡀攵足⺀_itlu〕
殚	〔一夕丷_gqul〕
漳	〔氵立早丨_iujh〕
亳	〔冖丿七_ypta〕
溘	〔氵土厶皿_ifcl〕
裾	〔衤尸古一_pndg〕
衮	〔六厶𧘇⺀_uceu〕
媾	〔女𠀎冂土_vamf〕
脲	〔月尸水丶_eniy〕
畋	〔田攵丶_lty〕
蹙	〔戊上小足_dhil〕
搐	〔扌亠幺田_ryxl〕
冼	〔冫⺧儿𡿨_ueqn〕
煅	〔火亻三又_owdc〕
涡	〔氵口冂人_ikmw〕
湫	〔氵禾火丶_itoy〕
铯	〔钅⺈巴𡿨_qqcn〕
淖	〔氵⺊早丨_ihjh〕
掾	〔扌彑𧰨丶_rxey〕
闾	〔门口口三_ukkd〕
胄	〔冂土月二_mfef〕
蹶	〔𧾷厂䒑人_lduw〕
羔	〔丷王灬⺀_ugou〕
郏	〔一丷大阝_gudb〕
嵬	〔山白厶_mrqc〕
猝	〔犭亠人十_eywf〕
榭	〔木身寸丶_srfy〕
疸	〔疒日一三_ujgd〕
瘢	〔疒丿又_utuc〕
粜	〔凵山米⺀_bmou〕
掸	〔扌丷丨_rulh〕
拎	〔扌人丶_rwpy〕
丐	〔一⺊ㄅ巛_ghnv〕
唷	〔口亠厶月_kyce〕
怆	〔忄人⺋𡿨_nwbn〕
骧	〔马亠口𧘇_cyke〕
缫	〔纟巛日木_xvjs〕
槌	〔木亻㠯辶_swnp〕
瞰	〔目𠃍耳攵_hnbt〕
胯	〔月大二ㄅ_edfn〕
瘴	〔疒立早〣_uujk〕
狰	〔犭⺈彐亅_eqvh〕
讵	〔讠匚𡿨_yann〕
茯	〔艹亻犬⺀_awdu〕
萼	〔艹口口ㄅ_akkn〕
韫	〔韦日皿一_hjlg〕
枋	〔木方丿_syt〕
铄	〔钅丿ㄥ小_qtni〕
镬	〔钅艹亻又_qawc〕
霭	〔雨讠日𠃊_fyjn〕
鑫	〔金金金二_qqqf〕
涪	〔氵立口一_iukg〕
缥	〔纟覀二小_xsfi〕
戢	〔口耳丶_kbxy〕
脍	〔月人二厶_ewfc〕
聿	〔彐𰀁〣_vgk〕
颔	〔人𪜊口贝_wnkm〕
蹬	〔𧾷癶一豆_lwgl〕
谩	〔讠日罒又_yjlc〕
坨	〔土宀匕𡿨_fpxn〕
喋	〔口廿ㄥ木_kans〕
嚆	〔口艹口_kayk〕
囔	〔口一口𧘇_kgke〕
岬	〔山甲丨_mlh〕
悝	〔忄日土一_njfg〕
浍	〔氵八二厶_iwfc〕
眚	〔生目二_thf〕
矜	〔矛人𪜊𡿨_cwnn〕
洱	〔氵耳一_ibg〕
呸	〔口丆卜一_kdhg〕
蛆	〔虫月一一_jegg〕
鸳	〔夕⺋鸟二_qbqf〕
郇	〔勹日阝丨_qjbh〕
拊	〔扌亻寸丶_rwfy〕
啾	〔口禾火丶_ktoy〕
噙	〔口人亠厶_kwyc〕
崆	〔山工一_mpag〕
瑕	〔王丨又_gnhc〕
锵	〔钅丬夕寸_quqf〕
烩	〔火人二厶_owfc〕
揶	〔扌耳阝丨_rbbh〕
潢	〔氵龷冂八_iamw〕
轼	〔𫠠工丶_laay〕
铠	〔钅山己𡿨_qmnn〕
鬣	〔镸彡巛_devn〕
掣	〔冂丨手_rmhr〕
嚎	〔口冖𧰨_kype〕
撅	〔扌厂䒑人_rduw〕
沤	〔氵匚乂𡿨_iarn〕
滓	〔氵宀辛丨_ipuh〕
偎	〔亻田丶_wley〕
阖	〔门土厶皿_ufcl〕
缈	〔纟目少丿_xhit〕
篦	〔𥫗丿囗匕_ttlx〕
缄	〔纟戊一丶_xdgy〕
臼	〔臼丿丨一_ethg〕
蔫	〔艹一止灬_agho〕
揄	〔扌刖丨_rweh〕
悴	〔忄亠人十_nywf〕
榛	〔木三人禾_sdwt〕
轶	〔人丶_lrwy〕
砥	〔石𫠠丶_dqay〕
邯	〔卄二阝丨_afbh〕
陲	〔阝丿十一_btfg〕
狒	〔犭弓丨_exjh〕
汨	〔氵日一_ijg〕
辍	〔又又又_lccc〕
抉	〔扌人丶_rnwy〕
瞳	〔目立日土_hujf〕
俳	〔亻丨三一_whdg〕
凫	〔几巜_qwb〕
吡	〔口⼔𡿨_kxxn〕
狎	〔犭甲丨_elh〕
涮	〔氵尸冂刂_inmj〕
缜	〔纟十八_xfhw〕
恚	〔土土心⺀_ffnu〕
碣	〔石日勹ㄥ_djqn〕
稞	〔禾日木丶_tjsy〕
沏	〔氵刀丿_iavt〕
蚤	〔叉虫⺀_cju〕
裱	〔衤龶𧘇丶_pgey〕
鹘	〔月鸟一_meqg〕
疡	〔疒𠄎𰀪彡_ubre〕
辕	〔土口𧘇_lfke〕
耷	〔大耳二_dbf〕
湮	〔氵覀土一_isfg〕
遒	〔丷酉辶三_uspd〕
瓒	〔王⺧儿贝_geqm〕
斐	〔丨三文⺀_hdyu〕
砜	〔石几乂丶_dwry〕
鸾	〔亠鸟二_yoqf〕
褛	〔衤米女一_povg〕
荤	〔艹冖车〢_aplj〕
罔	〔冂䒑亠ㄥ_muyn〕
偃	〔亻匚日女_wajv〕
诂	〔讠古一_ydg〕
赓	〔广彐人贝_ovwm〕
惆	〔忄⺆土口_nmfk〕
曷	〔日勹人ㄥ_jqwn〕
煦	〔日勹口灬_jqko〕
跷	〔𧾷𫠠丿兀_latg〕
癸	〔癶一大⺀_wgdu〕
粳	〔米一日乂_ogjr〕
汐	〔氵夕丶_iqy〕
盂	〔一十皿二_gflf〕
剞	〔大丁口刂_dskj〕
倜	〔亻⺆土口_wmfk〕
莞	〔艹宀二儿_apfq〕
泓	〔氵弓厶丶_ixcy〕
缑	〔纟亻大_xwnd〕
犄	〔牜大丁口_tdsk〕
陨	〔阝口贝丶_bkmy〕
阱	〔阝二丨_bfjh〕
悖	〔忄子一_nfbg〕
炜	〔火韦丨_ohh〕
焯	〔火⺊早丨_ohjh〕
畈	〔田𠂆又丶_lrcy〕
螃	〔虫冖方_jupy〕
簪	〔𥫗匸日_taqj〕
匮	〔匚贝氵_akmi〕
俅	〔亻一氺丶_wgiy〕
僬	〔亻亻灬_wwyo〕
扪	〔扌门𡿨_run〕
喔	〔口尸一至_kngc〕
饨	〔饣一𡳾𡿨_tgbn〕
滟	〔氵丰⺈巴_idqc〕
溏	〔氵广彐口_iovk〕
妩	〔女二𡿨_vfqn〕
珩	〔王彳一丁_gtgs〕
楫	〔木口耳一_skbg〕
鹄	〔⺧口鸟一_ekqg〕
褴	〔衤〢皿_pjtl〕
耠	〔三小口_diwk〕
筲	〔𥫗⺌月二_tief〕
鲦	〔一夂木_qgts〕
赁	〔亻丿士贝_wtfm〕
刈	〔乂刂丨_rjh〕
倏	〔亻丨夂犬_whtd〕
谪	〔讠冂古_yumd〕
薅	〔艹女辰寸_avdf〕
饴	〔饣厶口一_tckg〕
馄	〔饣日匕_tjxx〕
迳	〔工辶三_capd〕
珑	〔王𠂇𠤎丶_gdxy〕
铡	〔钅贝刂丨_qmjh〕
俣	〔亻口一大_wkgd〕
岷	〔山𫠠𡿨_mnan〕
憔	〔忄亻灬_nwyo〕
窠	〔日木⺀_pjsu〕
綦	〔八幺小_dwxi〕
鳖	〔㡀攵一_itqg〕
囱	〔丿囗夂氵_tlti〕
胰	〔月一弓人_egxw〕
圻	〔土斤丨_frh〕
垧	〔土丿冂口_ftmk〕
玷	〔王⺊口一_ghkg〕
簌	〔𥫗木口人_tskw〕
鲞	〔龹一二_uqgf〕
砒	〔石匕𡿨_dxxn〕
俚	〔亻日土一_wjfg〕
圳	〔土川丨_fkh〕
骞	〔寒八马二_pwcf〕
祛	〔礻土厶丶_pfcy〕
矸	〔石二丨丨_dfhh〕
鹞	〔爫山鸟_ermq〕
癫	〔疒十贝_ufhm〕
醪	〔西一羽彡_sgne〕
蹉	〔𧾷䒑工_luga〕
蹋	〔𧾷日羽一_ljng〕
邺	〔一阝丨_ogbh〕
猗	〔犭大丁口_edsk〕
绶	〔纟爫冖又_xepc〕
玺	〔⺈小王丶_qigy〕
挈	〔丰刀手〢_dvrj〕
铙	〔钅𫠠丿兀_qatg〕
酊	〔西一丁丨_sgsh〕
畦	〔田土土一_lffg〕
冢	〔冖一𧰨丶_pgey〕
鄣	〔立早阝丨_ujbh〕
忏	〔忄丿十丨_ntfh〕
屙	〔尸阝丁口_nbsk〕
婧	〔女龶月一_vgeg〕
嫦	〔女口丨_vikh〕
顼	〔王丆贝丶_gdmy〕
猷	〔丷酉犬丶_usdy〕
痨	〔疒艹冖力_uape〕
痘	〔疒一豆三_ugld〕
羚	〔䒑人_ugwp〕
孪	〔亠子二_yobf〕
铱	〔钅亠𧘇丶_qyey〕
篆	〔𥫗彑𧰨⺀_txeu〕
啬	〔土丷囗口_fulk〕
僦	〔亻小丶_wyiy〕
诘	〔讠士口一_yfkg〕
谀	〔讠臼人丶_yewy〕
谙	〔讠立日一_yujg〕
芮	〔艹冂人⺀_amwu〕
嗌	〔口䒑八皿_kuwl〕
噤	〔口木木小_kssi〕
囝	〔囗子三_lbd〕
恹	〔忄厂犬丶_nddy〕
寮	〔宀大丷小_pdui〕
槁	〔木冂口_symk〕
樽	〔木丷酉寸_susf〕
戡	〔八ㄥ戈_dwna〕
毽	〔毛彐𰀁廴_evgp〕
鸲	〔勹口鸟一_qkqg〕
鹦	〔贝贝女鸟_mmvq〕
痱	〔疒丨三三_uhdd〕
裨	〔衤十丨_prfh〕
耩	〔三小𠀎土_diaf〕
趿	〔𧾷乃丶丶_lbyy〕
鲛	〔一六乂_qgur〕
鼷	〔臼爫大_ened〕
赊	〔贝人二小_mwfi〕
壹	〔壹豆二_flf〕
丌	〔丌一丿丨_agth〕
伢	〔亻𡕒丿丿_watt〕
谧	〔讠心丿皿_yntl〕
塥	〔土一口_fgkm〕
抻	〔扌日丨丨_rjhh〕
哝	〔口冖𧘇丶_kpey〕
浣	〔氵宀二儿_ipfq〕
宸	〔宀辰⺀_pdeu〕
弩	〔女又弓巜_vcxb〕
鬻	〔弓米弓_xoxm〕
橹	〔木一日_sqgj〕
赆	〔贝尸丶⺀_mnyu〕
胛	〔月甲丨_elh〕
睨	〔目臼儿𡿨_heqn〕
跄	〔𧾷人⺋𡿨_lwbn〕
隽	〔亻乃𰀪_wybr〕
侗	〔亻冂一口_wmgk〕
孵	〔丶丿子_qytb〕
潞	〔氵𧾷夂口_iltk〕
侏	〔亻小丶_wriy〕
呷	〔口甲丨_klh〕
泯	〔氵𫠠𡿨_inan〕
婺	〔矛攵女二_ctvf〕
蜮	〔虫戈口一_jakg〕
粲	〔⺊夕又米_hqco〕
忻	〔忄斤丨_nrh〕
诎	〔讠凵山丨_ybmh〕
幔	〔冂丨日又_mhjc〕
钺	〔钅丶_qaxy〕
霈	〔雨氵一丨_figh〕
鲮	〔一土夂_qgft〕
诤	〔讠⺈彐亅_yqvh〕
谔	〔讠口口ㄅ_ykkn〕
陟	〔阝止𣥂丿_bhht〕
壅	〔亠丿土_yxtf〕
菽	〔艹上小又_ahic〕
摅	〔扌七心_rhan〕
幛	〔冂丨立早_mhuj〕
嶙	〔山米夕丨_moqh〕
犷	〔犭广丿_eot〕
钸	〔钅𠂇冂丨_qdmh〕
趄	〔走月一三_hegd〕
踹	〔𧾷山丆𦉫_lmdm〕
鞣	〔廿矛木_akcs〕
鼯	〔臼五口_engk〕
氽	〔人水⺀_wiu〕
惬	〔忄匚一大_nagd〕
觑	〔七业_haoq〕
钤	〔钅人𪜊𡿨_qwnn〕
醵	〔西一𧰨_sghe〕
稣	〔一禾丶_qgty〕
畚	〔厶大田二_cdlf〕
荠	〔艹文〢_ayjj〕
莅	〔艹亻立二_awuf〕
啻	〔冖冂口_upmk〕
怵	〔忄木丶丶_nsyy〕
恽	〔忄冖车丨_nplh〕
阕	〔门癶一大_uwgd〕
濯	〔氵羽亻_inwy〕
迩	〔⺈小辶氵_qipi〕
姹	〔女宀丿七_vpta〕
琬	〔王宀夕⺋_gpqb〕
橛	〔木厂䒑人_sduw〕
轱	〔古一_ldg〕
甑	〔丷日瓦_uljg〕
暄	〔日宀一一_jpgg〕
腚	〔月宀一龰_epgh〕
旌	〔方𠂉生一_yttg〕
钚	〔钅丆卜丶_qdhy〕
蝠	〔虫一口田_jgkl〕
蝮	〔虫𠂉日夂_jtjt〕
箴	〔𥫗戊一丶_tdgy〕
羰	〔䒑山火_ugmo〕
豇	〔一豆工一_glag〕
踮	〔𧾷广⺊口_lohk〕
鼋	〔二儿口乚_fqkn〕
鲷	〔一⺆口_qgmk〕
毖	〔匕心丿_xxnt〕
臀	〔尸龷八月_nawe〕
俪	〔亻一冂丶_wgmy〕
郅	〔一至阝丨_gcbh〕
圄	〔囗五口三_lgkd〕
溽	〔氵辰寸_idef〕
姒	〔女ㄥ丶人_vnyw〕
瑭	〔王广彐口_govk〕
璜	〔王龷冂八_gamw〕
舫	〔丿方丿_tuyt〕
偻	〔亻米女一_wovg〕
苋	〔艹冂巜_amqb〕
琰	〔王火火丶_gooy〕
楹	〔木乃又皿_sbcl〕
豉	〔一豆十又_glfc〕
黟	〔黑夕夕丶_lqqy〕
玖	〔王𠂊丶丶_gqyy〕
舷	〔丿亠幺_tuyx〕
汆	〔丿丶水⺀_tyiu〕
郫	〔十阝丨_rfbh〕
彷	〔彳方丿_tyt〕
洮	〔氵儿丶_iqiy〕
杳	〔木日二_sjf〕
腴	〔月臼人丶_eewy〕
睽	〔目癶一大_hwgd〕
蝤	〔虫丷酉一_jusg〕
舱	〔丿人⺋_tuwb〕
鞘	〔廿⺌月_akie〕
诌	〔讠⺈彐一_yqvg〕
隍	〔阝白王一_brgg〕
邛	〔工阝丨_abh〕
叱	〔口𠤎𡿨_kxn〕
嗖	〔口臼丨又_kehc〕
恪	〔忄夂口一_ntkg〕
绺	〔纟夂卜口_xthk〕
梵	〔木木几丶_sswy〕
昊	〔日一大⺀_jgdu〕
钋	〔钅卜丶_qhy〕
镂	〔钅米女一_qovg〕
穹	〔弓巜_pxb〕
皴	〔厶八夂皮_cwtb〕
霾	〔雨豸日土_fejf〕
鲇	〔一⺊口_qghk〕
淬	〔氵亠人十_iywf〕
夙	〔几一夕氵_wgqi〕
萘	〔艹大二小_adfi〕
噘	〔口厂䒑人_kduw〕
阚	〔门𠃍耳攵_unbt〕
弭	〔弓耳一_xbg〕
舂	〔三人臼二_dwef〕
醺	〔西一丿灬_sgto〕
翱	〔白大十羽_rdfn〕
贰	〔𫠠二贝丶_afmy〕
龋	〔止齿丿⽱_hbtm〕
胤	〔儿幺月三_qxed〕
鼐	〔乃目_bhun〕
仄	〔厂人氵_dwi〕
叵	〔匚口三_akd〕
佝	〔亻勹口一_wqkg〕
俎	〔人人月一_wweg〕
诩	〔讠羽一_yng〕
谑	〔讠七一_yhag〕
堇	〔廿口龶二_akgf〕
葺	〔艹口耳二_akbf〕
蕈	〔艹覀早〢_asjj〕
撺	〔扌口丨_rpkh〕
忒	〔𫠠心丶氵_anyi〕
喹	〔口大土土_kdff〕
恻	〔忄贝刂丨_nmjh〕
浃	〔氵一丷大_igud〕
宕	〔宀丆口二_pdkf〕
逖	〔犭火辶氵_eopi〕
嫔	〔女宀八_vprw〕
棣	〔木彐氺丶_sviy〕
槠	〔木讠耂日_syfj〕
脒	〔月米丶_eoy〕
腼	〔月丆囬一_edlg〕
飕	〔几乂臼又_wrec〕
睑	〔目一_hwig〕
睿	〔⺊冖一目_hpgh〕
锔	〔钅尸𠃌口_qnnk〕
锪	〔钅勹𰀪心_qqrn〕
鹪	〔亻灬鸟_wyoq〕
耧	〔三小米女_diov〕
蜓	〔虫丿士廴_jtfp〕
竽	〔𥫗一十〢_tgfj〕
簟	〔𥫗覀早〢_tsjj〕
跚	〔𧾷⺆⺆一_lmmg〕
跻	〔𧾷文丨_lyjh〕
鲅	〔一𠂇丶_qgdy〕
鳊	〔一户𠕁_qgom〕
鳝	〔一䒑口_qguk〕
髀	〔月十_merf〕
髋	〔月宀_mepq〕
髻	〔镸彡士口_defk〕
鬈	〔镸彡龹⺋_deub〕
亓	〔一丌〢_gaj〕
匐	〔勹一口田_qgkl〕
哿	〔力口丁口_eksk〕
苕	〔艹刀口二_avkf〕
蓼	〔艹羽人彡_anwe〕
夤	〔夕宀一八_qpgw〕
砑	〔石𡕒丿丿_datt〕
鸬	〔⺊尸鸟一_hnqg〕
箸	〔𥫗耂日二_tfjf〕
椽	〔木彑𧰨丶_sxey〕
垌	〔土冂一口_fmgk〕
卟	〔口卜丶_khy〕
徕	〔彳一米丶_tgoy〕
暧	〔日爫冖又_jepc〕
歙	〔口羽人_wknw〕
煸	〔火户𠕁丨_oomh〕
矶	〔石几𡿨_dwn〕
砹	〔石艹乂丶_dary〕
皈	〔白𠂆又丶_rrcy〕
鸢	〔𫠠丶鸟二_ayqf〕
蟾	〔虫⺈厂言_jqdy〕
鸯	〔冂大鸟二_mdqf〕
搡	〔扌又又木_rccs〕
呶	〔口女又丶_kvcy〕
怏	〔忄冂大丶_nmdy〕
洎	〔氵丿目一_ithg〕
娌	〔女日土一_vjfg〕
牒	〔片廿ㄥ木_nans〕
煜	〔火日立一_ojug〕
恙	〔丷王心⺀_ugnu〕
龛	〔口𠂇𠤎_wkdx〕
敖	〔攵丶_gty〕
剜	〔宀夕刂_pqnj〕
垩	〔一业土二_goff〕
喏	〔口艹𠂇口_kadk〕
婕	〔女一彐龰_vgvh〕
飒	〔立几乂丶_uwry〕
蜥	〔虫木斤丨_jsrh〕
兖	〔六厶儿巜_ucqb〕
埚	〔土口冂人_fkmw〕
塬	〔土厂白小_fdri〕
苒	〔艹冂土二_amff〕
蕲	〔艹丷斤_aulr〕
幞	〔冂丨业人_mhow〕
怛	〔忄日一一_njgg〕
孑	〔了㇀三_bgd〕
缂	〔纟廿丨_xakh〕
缏	〔纟亻一乂_xwgr〕
甓	〔𡰪辛瓦⺀_nugu〕
钫	〔钅方丿_qyt〕
锆	〔钅⺧口一_qekg〕
銮	〔亠金二_yoqf〕
颧	〔艹口口贝_akkm〕
嚏	〔口田龰_kflh〕
仃	〔亻丁丨_wsh〕
仨	〔亻三一_wdg〕
薰	〔艹丿一灬_atgo〕
擢	〔扌羽亻_rnwy〕
啜	〔口又又又_kccc〕
馀	〔饣木丶_twsy〕
闱	〔门韦〣_uhk〕
汴	〔氵亠卜丶_iyhy〕
妍	〔女一廾丨_vgah〕
纾	〔纟予丨_xch〕
桠	〔木一业一_sgog〕
欤	〔一ㄅ㇀人_gngw〕
飓	〔几乂八_wrhw〕
戾	〔户犬氵_odi〕
砣	〔石宀匕𡿨_dpxn〕
磬	〔士𠃜几口_fnwk〕
铗	〔钅一丷大_qgud〕
鹭	〔𧾷夂口鸟_ltkq〕
袼	〔衤夂口一_ptkg〕
褓	〔衤亻口木_pwks〕
蟀	〔虫亠幺十_jyxf〕
蟠	〔虫釆田一_jolg〕
笸	〔𥫗匚口巜_takb〕
筱	〔𥫗亻丨攵_twht〕
麒	〔匕八_oxdw〕
摈	〔扌宀八_rprw〕
蛔	〔虫囗口一_jlkg〕
莆	〔艹甫⺀_asu〕
氐	〔𫠠丶氵_qayi〕
僭	〔亻匸日_waqj〕
籴	〔丿丶米⺀_tyou〕
袤	〔亠矛𧘇⺀_yceu〕
荟	〔艹人二厶_awfc〕
噍	〔口亻灬_kwyo〕
崃	〔山一米丶_mgoy〕
廛	〔广日土土_ojff〕
阊	〔门日日三_ujjd〕
浔	〔氵彐寸丶_ivfy〕
遴	〔米夕匸辶_oqap〕
骊	〔马一冂丶_cgmy〕
戛	〔丆目戈⺀_dhau〕
歆	〔立日⺈人_ujqw〕
砼	〔石人工一_dwag〕
